PA_Record_Type|PA_Payment_Record_Number|PA_Brand_Code|PA_Agency_Name|PA_Agency_Address_1|PA_Agency_Address_2|PA_Agency_Address_3|PA_Agency_City|PA_Agency_State_Province_Code|PA_Agency_Country_Code|PA_Agency_Postal_Code|PA_Agency_Phone_Number|PA_Agency_Payment_Currency
PA|190916000177|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000178|RF|TRAVELERS HAVEN, LLC|720 S COLORADO BLVD|STE 10505||DENVER|CO|US|80246-1904|1-877-592-9444|USD
PA|190916000179|RF|ALE SOLUTIONS INC|1 WEST ILLINOIS ST|Suite # 300||ST CHARLES|IL|US|60174|1-630-513-6434|USD
PA|190916000180|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000181|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000182|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000183|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000184|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000185|RF|TRIPADVISOR LLC|165 NEEDHAM ST|||NEWTON|MA|US|02464-1505|1-866-322-5942|USD
PA|190916000186|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000187|RF|NHI-2, LLC|P.O. BOX 74008563|||CHICAGO|IL|US|60674-8563|1-847-718-9181|USD
PA|190916000188|RF|CARLSON WAGONLIT TRAVEL INC.|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000189|RF|HOTELGUIDES.COM, INC.|PO BOX 13318|||CHARLESTON|SC|US|29422-3318|1-800-916-4526|USD
PA|190916000190|RF|GBT US LLC|MC13-01-76 STE 55/B111|2401 W BEHREND DR||PHOENIX|AZ|US|85027|1-877-420-5613|USD
PA|190916000191|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000192|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000193|RF|HOTELGUIDES.COM, INC.|PO BOX 13318|||CHARLESTON|SC|US|29422-3318|1-800-916-4526|USD
PA|190916000194|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000195|RF|IATA508405|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000196|RF|TOURIST BUREAU MARKETING INC.|428 E THUNDERBIRD RD|STE 247||PHOENIX|AZ|US|85022-5229|1-602-952-2106|USD
PA|190916000197|RF|TOURIST BUREAU MARKETING INC.|428 E THUNDERBIRD RD|STE 247||PHOENIX|AZ|US|85022-5229|1-602-952-2106|USD
PA|190916000198|RF|TRIPADVISOR LLC|165 NEEDHAM ST|||NEWTON|MA|US|02464-1505|1-866-322-5942|USD
PA|190916000199|RF|THE UPSIDE TRAVEL COMPANY LLC|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000200|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000201|RF|THE OHIO AUTO CLUB INC|90 E WILSON BRIDGE RD|||WORTHINGTON|OH|US|43085|1-800-633-9300|USD
PA|190916000202|RF|TZELL HOLDINGS LLC|SUITE W320|3033 CAMPUS DRIVE||PLYMOUTH|MN|US|55441|1-312-634-3400|USD
PA|190916000203|RF|HOTELGUIDES.COM, INC.|PO BOX 13318|||CHARLESTON|SC|US|29422-3318|1-800-916-4526|USD
PA|190916000204|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000205|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000206|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000207|RF|HOTEL JV SERVICES LLC|SUITE 1450|3811 TURTLE CREEK||DALLAS|TX|US|75219|1-855-219-7666|USD
PA|190916000208|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000209|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000210|RF|AMERICAN TRAVEL SOLUTIONS INC|204|26707 WEST AGOURA RD||CALABASAS|CA|US|91302|1-818-436-3900|USD
PA|190916000211|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000212|RF|CARLSON WAGONLIT TRAVEL INC|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000213|RF|TOURIST BUREAU MARKETING INC.|428 E THUNDERBIRD RD|STE 247||PHOENIX|AZ|US|85022-5229|1-602-952-2106|USD
PA|190916000214|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000215|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000216|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000217|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000218|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000219|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000220|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000221|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000222|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000223|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000224|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000225|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000226|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000227|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000228|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000229|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000230|RF|SUPERIOR TRAVEL SERVICES INC|STE 319|123 WASHINGTON ST||OSWEGO|IL|US|60543|1-630-554-7896|USD
PA|190916000231|RF|THE OHIO AUTO CLUB INC|UNIT A|4201 MILAN RD||SANDUSKY|OH|US|44870|1-419-625-5831|USD
PA|190916000232|RF|TRAVEL INC|SUITE 100|4355 RIVER GREEN PKWY||DULUTH|GA|US|300969404|1-813-371-1220|USD
PA|190916000233|RF|AAA ALLIED GROUP|3RD FLOOR|15 WEST CENTRAL PARKWAY||CINCINNATI|OH|US|452021005|1-513-762-8834|USD
PA|190916000234|RF|ALSHAMEL TRAVEL AND TOURISM - DO NOT USE - INVALID|605 S FRONT ST|||Columbus|OH|USA|43215||USD
PA|190916000235|RF|ALSHAMEL TRAVEL AND TOURISM - DO NOT USE - INVALID|605 S FRONT ST|||Columbus|OH|USA|43215||USD
PA|190916000236|RF|TRAVEL ONE INC|STE 1500|8009 34TH AVE SOUTH||MINNEAPOLIS|MN|US|554251609|1-952-854-2551|USD
PA|190916000237|RF|ENTERTAINMENT PUBLICATIONS|1401 Crooks Rd|Ste 150||Troy|MI|USA|48084||USD
PA|190916000238|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000239|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000240|RF|TRAVELERS HAVEN, LLC|720 S COLORADO BLVD|STE 10505||DENVER|CO|US|80246-1904|1-877-592-9444|USD
PA|190916000241|RF|TRAVELERS HAVEN, LLC|720 S COLORADO BLVD|STE 10505||DENVER|CO|US|80246-1904|1-877-592-9444|USD
PA|190916000242|RF|TRAVELERS HAVEN, LLC|720 S COLORADO BLVD|STE 10505||DENVER|CO|US|80246-1904|1-877-592-9444|USD
PA|190916000243|RF|TRAVELERS HAVEN, LLC|720 S COLORADO BLVD|STE 10505||DENVER|CO|US|80246-1904|1-877-592-9444|USD
PA|190916000244|RF|TRAVELERS HAVEN, LLC|720 S COLORADO BLVD|STE 10505||DENVER|CO|US|80246-1904|1-877-592-9444|USD
PA|190916000245|RF|TRAVELERS HAVEN, LLC|720 S COLORADO BLVD|STE 10505||DENVER|CO|US|80246-1904|1-877-592-9444|USD
PA|190916000246|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916000247|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916000248|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916000249|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916000250|RF|AIR FORCE LEISURE TRAVEL|2261 HUGHES AVE|STE 156||JBSA LACKLAND|TX|US|782369854|1-210-395-7495|USD
PA|190916000251|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916000252|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916000253|RF|TRAVEL ONE INC|STE 1500|8009 34TH AVE SOUTH||MINNEAPOLIS|MN|US|554251609|1-952-854-2551|USD
PA|190916000254|RF|TRAVEL ONE INC|STE 1500|8009 34TH AVE SOUTH||MINNEAPOLIS|MN|US|554251609|1-952-854-2551|USD
PA|190916000255|RF|TRAVEL ONE INC|STE 1500|8009 34TH AVE SOUTH||MINNEAPOLIS|MN|US|554251609|1-952-854-2551|USD
PA|190916000256|RF|CALDWELL TRAVEL INC|5341 VIRGINIA WAY|||BRENTWOOD|TN|US|37027|1-615-327-2720|USD
PA|190916000257|RF|TRAVEL MARVELZ LLC|83 NORTH 700 EAST|||ST GEORGE|UT|US|847703028|1-435-673-9678|USD
PA|190916000258|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000259|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000260|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000261|RF|TRAVELINK INCORPORATED|STE 650|404 BNA DR||NASHVILLE|TN|US|37217|1-615-367-4900|USD
PA|190916000262|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000263|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000264|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000265|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000266|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000267|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000268|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000269|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000270|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000271|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000272|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000273|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000274|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000275|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000276|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000277|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000278|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000279|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000280|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000281|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000282|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000283|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000284|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000285|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000286|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000287|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000288|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000289|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000290|RF|HOTELGUIDES.COM, INC.|PO BOX 13318|||CHARLESTON|SC|US|29422-3318|1-800-916-4526|USD
PA|190916000291|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000292|RF|TRAVEL MARVELZ LLC|83 NORTH 700 EAST|||ST GEORGE|UT|US|847703028|1-435-673-9678|USD
PA|190916000293|RF|WORLD TRAVEL INC|1724 WEST SCHUYLKILL ROAD|||DOUGLASSVILLE|PA|US|195189100|1-610-327-9000|USD
PA|190916000294|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916000295|RF|AMERICAN TRAVEL SOLUTIONS INC|204|26707 WEST AGOURA RD||CALABASAS|CA|US|91302|1-818-436-3900|USD
PA|190916000296|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916000297|RF|ENTERTAINMENT PUBLICATIONS|1401 Crooks Rd|Ste 150||Troy|MI|USA|48084||USD
PA|190916000298|RF|ENTERTAINMENT PUBLICATIONS|1401 Crooks Rd|Ste 150||Troy|MI|USA|48084||USD
PA|190916000299|RF|INSPIRED RETREATS LTD.|650 WEST GEORGIA ST.|NO. 1088 - PO BOX 11510||VANCOUVER|BC|CA|V6B 4N7|1-604-568-5003|USD
PA|190916000300|RF|CW GOVERNMENT TRAVEL INC|P O BOX 33728|||FORT LEWIS|WA|US|984330728|1-253-964-0682|USD
PA|190916000301|RF|CW GOVERNMENT TRAVEL INC|P O BOX 33728|||FORT LEWIS|WA|US|984330728|1-253-964-0682|USD
PA|190916000302|RF|CW GOVERNMENT TRAVEL INC|P O BOX 33728|||FORT LEWIS|WA|US|984330728|1-253-964-0682|USD
PA|190916000303|RF|HOTELS 4 TRUCKERS LLC|PO BOX 71594|||MADISON HEIGHTS|MI|US|48071-0594|1-888-820-8939|USD
PA|190916000304|RF|HOTEL RESERVATION SERVICEROBERT RAGGE GMBH|BLAUBACH 32|||COLOGNE|DE|DE|50676|49-221-2077500|USD
PA|190916000305|RF|FOX WORLD TRAVEL INC|2150 S WASHBURN|P O BOX 2386||OSHKOSH|WI|US|549048949|1-920-230-4466|USD
PA|190916000306|RF|FOX WORLD TRAVEL INC|2150 S WASHBURN|P O BOX 2386||OSHKOSH|WI|US|549048949|1-920-230-4466|USD
PA|190916000307|RF|FOX WORLD TRAVEL INC|2150 S WASHBURN|P O BOX 2386||OSHKOSH|WI|US|549048949|1-920-230-4466|USD
PA|190916000308|RF|TRAVEL MARVELZ LLC|83 NORTH 700 EAST|||ST GEORGE|UT|US|847703028|1-435-673-9678|USD
PA|190916000309|RF|ACCESS|356 BOSTON POST RD|||ORANGE|CT|US|064773508|1-203-795-6094|USD
PA|190916000310|RF|TRAVEL MARVELZ LLC|83 NORTH 700 EAST|||ST GEORGE|UT|US|847703028|1-435-673-9678|USD
PA|190916000311|RF|TRAVEL MARVELZ LLC|83 NORTH 700 EAST|||ST GEORGE|UT|US|847703028|1-435-673-9678|USD
PA|190916000312|RF|WORLD TRAVEL INC|1724 WEST SCHUYLKILL ROAD|||DOUGLASSVILLE|PA|US|195189100|1-610-458-5554|USD
PA|190916000313|RF|Amac - The Association of Mature American Citizens|5 Orville Drive|Suite 400||Bohemia|NY|USA|11716||USD
PA|190916000314|RF|ACCESS|356 BOSTON POST RD|||ORANGE|CT|US|064773508|1-203-795-6094|USD
PA|190916000315|RF|LIVETRAVEL INC|3300 BUSINESS PARK DR|||STEVENS POINT|WI|US|54482|1-715-344-6203|USD
PA|190916000316|RF|GBT US LLC|MC13-01-76 STE 55/B465|2401 W BEHREND DR||PHOENIX|AZ|US|85027|1-623-516-5078|USD
PA|190916000317|RF|INTERACTIVE HOTEL SOLUTIONS INC|PO BOX 504558|||ST. LOUIS|MO|US|631504558|1-417-866-1670|USD
PA|190916000318|RF|PRICELINE.COM INCORPORATED|P O BOX 915204|||DALLAS|TX|US|753915204|1-203-299-8000|USD
PA|190916000319|RF|THE GROUP TOUR COMPANY INC.|1110 VERMONT AVE NW|STE C12||WASHINGTON|DC|US|20005-3556|1-202-955-5667|USD
PA|190916000320|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000321|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000322|RF|UNITED HEALTHCARE SERVICES INC|9900 BREN ROAD EAST MN008-W345|ATTN:  TRAVEL DEPARTMENT||MINNETONKA|MN|US|55343|1-952-936-6255|USD
PA|190916000323|RF|ANTIQUES & COLLECTIBLES NATIONAL ASSOCIATION|PO Box 4389|||Davidson|NC|USA|28036||USD
PA|190916000324|RF|OPTIONS TRAVEL SERVICES INC|SUITE 280|200 E HOWARD ST||DES PLAINES|IL|US|60018|1-847-803-3000|USD
PA|190916000325|RF|TOURIST BUREAU MARKETING INC.|428 E THUNDERBIRD RD|STE 247||PHOENIX|AZ|US|85022-5229|1-602-952-2106|USD
PA|190916000326|RF|TRAVEL WORLD INC|P O BOX 146|||LEBANON|TN|US|370880146|1-615-444-0533|USD
PA|190916000327|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000328|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000329|RF|CB TRAVEL CORP|2900 CAHABA RD|P O BOX 530810||BIRMINGHAM|AL|US|352530810|1-205-870-3003|USD
PA|190916000330|RF|BENEPLACE, INC.|P.O. Box 203550|||Austin|TX|USA|78720||USD
PA|190916000331|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000332|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000333|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000334|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000335|RF|GERBER TOURS INC|SUITE 400|100 CROSSWAYS PARK DRIVE WEST||WOODBURY|NY|US|117972012|1-516-826-5000|USD
PA|190916000336|RF|THE FLIGHT SHOPS INC.|1 DUNDAS STREET|SUITE 2304||TORONTO|ON|CA|M5R 2A5|1-416-915-6027|USD
PA|190916000337|RF|INTERACTIVE HOTEL SOLUTIONS INC|PO BOX 504558|||ST. LOUIS|MO|US|631504558|1-417-866-1670|USD
PA|190916000338|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000339|RF|FOX WORLD TRAVEL INC|2150 S WASHBURN|P O BOX 2386||OSHKOSH|WI|US|549048949|1-920-230-4466|USD
PA|190916000340|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000341|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000342|RF|REED & MACKAY TRAVEL LTD|NEXUS PLACE|25 FARRINGDON STREET||LONDON|GB|GB|EC4A 4AF|44-20-72463333|USD
PA|190916000343|RF|REED & MACKAY TRAVEL LTD|NEXUS PLACE|25 FARRINGDON STREET||LONDON|GB|GB|EC4A 4AF|44-20-72463333|USD
PA|190916000344|RF|REED & MACKAY TRAVEL LTD|NEXUS PLACE|25 FARRINGDON STREET||LONDON|GB|GB|EC4A 4AF|44-20-72463333|USD
PA|190916000345|RF|HOTELGUIDES.COM, INC.|PO BOX 13318|||CHARLESTON|SC|US|29422-3318|1-800-916-4526|USD
PA|190916000346|RF|CAT FANCIERS ASSOCIATION, INC|260 East Main Street|||Alliance|OH|USA|44601||USD
PA|190916000347|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916000348|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916000349|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916000350|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916000351|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916000352|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916000353|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916000354|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916000355|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916000356|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916000357|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916000358|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916000359|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916000360|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916000361|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916000362|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916000363|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916000364|RF|EGENCIA LLC|SUITE 300|2970 CLAIRMONT RD||ATLANTA|GA|US|30329|1-425-679-3027|USD
PA|190916000365|RF|JOSE M SILVA|SUITE 12|10053 E VALLEY BLVD||EL MONTE|CA|US|917311768|1-626-443-0099|USD
PA|190916000366|RF|SPARKFLY - PERKS|1440 Dutch Valley Place NE|Suite 1000||Atlanta|GA|USA|30324||USD
PA|190916000367|RF|CARLSON WAGONLIT TRAVEL INC|SUITE 200|5995 GREENWOOD PLAZA BLVD||GREENWOOD VLG|CO|US|80111|1-720-568-4700|USD
PA|190916000368|RF|WORLDCHOICETRAVEL.COM,|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000369|RF|ACCESS|356 BOSTON POST RD|||ORANGE|CT|US|064773508|1-203-795-6094|USD
PA|190916000370|RF|ARIZONA AUTO ASSOC|19802 RH JOHNSON BLVD|||SUN CITY WEST|AZ|US|85375|1-602-274-1116|USD
PA|190916000371|RF|TRIPADVISOR LLC|165 NEEDHAM ST|||NEWTON|MA|US|02464-1505|1-866-322-5942|USD
PA|190916000372|RF|FC USA INC|STE 500|5777 W CENTURY BLVD||LOS ANGELES|CA|US|90045|1-888-984-7414|USD
