Month of Order Date,Product Name,Sales
8/1/13,Acme Kleencut Forged Steel Scissors,9
7/1/16,Acme Kleencut Forged Steel Scissors,9
8/1/16,Acme Kleencut Forged Steel Scissors,17
1/1/16,Acme Office Executive Series Stainless Steel Trimmers,9
6/1/13,Acme Office Executive Series Stainless Steel Trimmers,17
2/1/15,Acme Office Executive Series Stainless Steel Trimmers,26
12/1/16,Acme Office Executive Series Stainless Steel Trimmers,26
12/1/15,Acme Office Executive Series Stainless Steel Trimmers,34
11/1/13,Acme Office Executive Series Stainless Steel Trimmers,48
11/1/15,Acme Preferred Stainless Steel Scissors,11
9/1/15,Acme Preferred Stainless Steel Scissors,23
6/1/16,Acme Preferred Stainless Steel Scissors,28
8/1/16,Acme Preferred Stainless Steel Scissors,28
12/1/13,Acme Rosewood Handle Letter Opener,12
11/1/14,Acme Rosewood Handle Letter Opener,16
8/1/15,Acme Rosewood Handle Letter Opener,16
12/1/14,Acme Serrated Blade Letter Opener,6
8/1/13,Acme Serrated Blade Letter Opener,8
10/1/16,Acme Softgrip Scissors,39
7/1/13,Acme Softgrip Scissors,41
12/1/15,Acme Softgrip Scissors,41
7/1/15,Acme Softgrip Scissors,46
12/1/13,Acme Stainless Steel Office Snips,7
7/1/15,Acme Stainless Steel Office Snips,12
8/1/16,Acme Stainless Steel Office Snips,22
11/1/13,Acme Stainless Steel Office Snips,41
6/1/16,Acme Tagit Stainless Steel Antibacterial Scissors,24
10/1/14,Acme Tagit Stainless Steel Antibacterial Scissors,30
3/1/16,Acme Tagit Stainless Steel Antibacterial Scissors,30
8/1/14,Acme Tagit Stainless Steel Antibacterial Scissors,32
1/1/16,Acme Tagit Stainless Steel Antibacterial Scissors,32
11/1/15,Acme Tagit Stainless Steel Antibacterial Scissors,50
5/1/16,Acme Titanium Bonded Scissors,17
11/1/16,Acme Titanium Bonded Scissors,26
11/1/14,Acme Titanium Bonded Scissors,27
8/1/13,Acme Titanium Bonded Scissors,32
12/1/13,Acme Value Line Scissors,3
4/1/14,Acme Value Line Scissors,6
7/1/15,Acme Value Line Scissors,6
9/1/13,Acme Value Line Scissors,7
9/1/14,Acme Value Line Scissors,7
9/1/16,Acme Value Line Scissors,7
4/1/15,Acme Value Line Scissors,11
9/1/15,Acme Value Line Scissors,11
11/1/13,Acme Value Line Scissors,18
6/1/13,Acrylic Self-Standing Desk Frames,4
3/1/14,Acrylic Self-Standing Desk Frames,6
5/1/16,Acrylic Self-Standing Desk Frames,8
12/1/16,Acrylic Self-Standing Desk Frames,9
8/1/13,Acrylic Self-Standing Desk Frames,11
10/1/14,Acrylic Self-Standing Desk Frames,16
2/1/15,Acrylic Self-Standing Desk Frames,19
9/1/14,Acrylic Self-Standing Desk Frames,21
5/1/13,Adams While You Were Out Message Pads,9
10/1/13,Adams While You Were Out Message Pads,10
11/1/14,Adams While You Were Out Message Pads,16
5/1/16,Adams While You Were Out Message Pads,16
11/1/13,Adams While You Were Out Message Pads,22
12/1/15,"Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�",14
8/1/16,"Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�",14
9/1/16,"Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�",14
12/1/16,"Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�",28
4/1/15,"Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�",34
5/1/16,"Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�",34
12/1/14,"Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�",41
9/1/15,"Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�",48
7/1/14,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6� x 11�",11
8/1/13,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6� x 11�",21
12/1/15,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6� x 11�",63
9/1/15,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 200/Messages",17
10/1/16,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 200/Messages",17
2/1/14,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 200/Messages",23
4/1/15,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 200/Messages",23
9/1/16,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 200/Messages",23
11/1/16,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 200/Messages",34
6/1/16,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 200/Messages",36
10/1/13,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 300/Messages",9
6/1/14,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 300/Messages",12
2/1/16,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 300/Messages",12
9/1/16,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 300/Messages",12
12/1/16,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 300/Messages",12
3/1/15,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 300/Messages",18
9/1/15,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 300/Messages",18
11/1/16,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 300/Messages",18
3/1/14,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 300/Messages",24
5/1/16,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",8
11/1/13,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",16
1/1/14,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",40
6/1/13,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",48
9/1/16,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",112
5/1/13,"Adams Telephone Message Books, 5 1/4� x 11�",5
4/1/15,"Adams Telephone Message Books, 5 1/4� x 11�",10
11/1/16,"Adams Telephone Message Books, 5 1/4� x 11�",10
3/1/14,"Adams Telephone Message Books, 5 1/4� x 11�",14
11/1/14,"Adams Telephone Message Books, 5 1/4� x 11�",42
11/1/13,"Adams Write n' Stick Phone Message Book, 11 X 5 1/4, 200 Messages",11
12/1/13,"Adams Write n' Stick Phone Message Book, 11 X 5 1/4, 200 Messages",11
10/1/16,"Adams Write n' Stick Phone Message Book, 11 X 5 1/4, 200 Messages",18
11/1/13,Adjustable Depth Letter/Legal Cart,363
3/1/15,Adjustable Depth Letter/Legal Cart,363
7/1/14,Adjustable Depth Letter/Legal Cart,436
8/1/14,Adjustable Depth Letter/Legal Cart,436
3/1/16,Adjustable Depth Letter/Legal Cart,726
10/1/16,Adjustable Depth Letter/Legal Cart,871
9/1/14,Adjustable Depth Letter/Legal Cart,1089
12/1/16,Adjustable Depth Letter/Legal Cart,1270
11/1/16,Adjustable Depth Letter/Legal Cart,2178
12/1/16,Adjustable Personal File Tote,33
12/1/13,Adjustable Personal File Tote,39
4/1/13,Adjustable Personal File Tote,52
9/1/16,Adjustable Personal File Tote,65
3/1/16,Adjustable Personal File Tote,81
11/1/16,Adtran 1202752G1,202
10/1/15,Adtran 1202752G1,302
1/1/16,Adtran 1202752G1,302
12/1/16,Adtran 1202752G1,302
6/1/13,Adtran 1202752G1,882
3/1/16,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",60
11/1/14,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",418
9/1/16,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",574
3/1/16,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",31
6/1/14,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",173
11/1/14,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",186
7/1/15,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",186
5/1/16,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",247
9/1/14,Advantus Map Pennant Flags and Round Head Tacks,8
3/1/16,Advantus Map Pennant Flags and Round Head Tacks,8
10/1/13,Advantus Map Pennant Flags and Round Head Tacks,12
7/1/14,Advantus Map Pennant Flags and Round Head Tacks,16
11/1/15,Advantus Map Pennant Flags and Round Head Tacks,16
9/1/15,Advantus Map Pennant Flags and Round Head Tacks,28
9/1/14,Advantus Motivational Note Cards,10
9/1/13,Advantus Motivational Note Cards,26
9/1/15,Advantus Motivational Note Cards,42
7/1/15,Advantus Motivational Note Cards,66
8/1/15,Advantus Motivational Note Cards,84
4/1/13,Advantus Panel Wall Acrylic Frame,5
12/1/16,Advantus Panel Wall Acrylic Frame,9
9/1/13,Advantus Panel Wall Acrylic Frame,13
3/1/15,Advantus Panel Wall Acrylic Frame,22
11/1/15,Advantus Panel Wall Acrylic Frame,38
7/1/13,Advantus Panel Wall Certificate Holder - 8.5x11,20
6/1/16,Advantus Panel Wall Certificate Holder - 8.5x11,20
9/1/14,Advantus Panel Wall Certificate Holder - 8.5x11,24
11/1/14,Advantus Panel Wall Certificate Holder - 8.5x11,37
3/1/16,Advantus Panel Wall Certificate Holder - 8.5x11,61
8/1/15,Advantus Panel Wall Certificate Holder - 8.5x11,110
11/1/14,Advantus Plastic Paper Clips,5
5/1/16,Advantus Plastic Paper Clips,8
12/1/13,Advantus Plastic Paper Clips,15
5/1/14,Advantus Plastic Paper Clips,16
11/1/15,Advantus Plastic Paper Clips,20
4/1/15,Advantus Plastic Paper Clips,30
8/1/16,Advantus Plastic Paper Clips,35
9/1/13,Advantus Plastic Paper Clips,45
9/1/16,Advantus Plastic Paper Clips,51
9/1/15,Advantus Push Pins,4
9/1/16,Advantus Push Pins,4
7/1/13,Advantus Push Pins,7
11/1/14,Advantus Push Pins,9
12/1/15,Advantus Push Pins,15
2/1/15,Advantus Push Pins,16
2/1/14,"Advantus Push Pins, Aluminum Head",6
4/1/13,"Advantus Push Pins, Aluminum Head",12
4/1/15,"Advantus Push Pins, Aluminum Head",29
10/1/15,"Advantus Push Pins, Aluminum Head",41
12/1/16,"Advantus Push Pins, Aluminum Head",52
10/1/13,Advantus Rolling Drawer Organizers,62
12/1/16,Advantus Rolling Drawer Organizers,62
4/1/14,Advantus Rolling Drawer Organizers,115
5/1/15,Advantus Rolling Drawer Organizers,185
12/1/13,Advantus Rolling Drawer Organizers,269
8/1/13,Advantus Rolling Drawer Organizers,423
10/1/16,Advantus Rolling Storage Box,14
12/1/15,Advantus Rolling Storage Box,17
6/1/16,Advantus Rolling Storage Box,27
8/1/16,Advantus Rolling Storage Box,27
12/1/13,Advantus Rolling Storage Box,51
5/1/14,Advantus Rolling Storage Box,51
9/1/15,Advantus Rolling Storage Box,51
1/1/16,Advantus Rolling Storage Box,51
7/1/14,Advantus Rolling Storage Box,69
11/1/15,Advantus Rolling Storage Box,69
8/1/15,Advantus SlideClip Paper Clips,10
10/1/15,Advantus SlideClip Paper Clips,17
11/1/15,Advantus SlideClip Paper Clips,19
5/1/15,Advantus T-Pin Paper Clips,7
7/1/14,Advantus T-Pin Paper Clips,14
11/1/16,Advantus T-Pin Paper Clips,20
12/1/13,Advantus T-Pin Paper Clips,23
8/1/15,Airmail Envelopes,134
7/1/14,Airmail Envelopes,168
10/1/13,Airmail Envelopes,201
11/1/15,Airmail Envelopes,252
1/1/16,Airmail Envelopes,269
3/1/13,Airmail Envelopes,336
7/1/15,Akro Stacking Bins,8
2/1/13,Akro Stacking Bins,13
9/1/16,Akro Stacking Bins,13
8/1/13,Akro Stacking Bins,16
5/1/15,Akro Stacking Bins,19
9/1/15,Akro Stacking Bins,24
9/1/13,Akro-Mils 12-Gallon Tote,20
4/1/14,Akro-Mils 12-Gallon Tote,24
12/1/16,Akro-Mils 12-Gallon Tote,30
11/1/15,Akro-Mils 12-Gallon Tote,40
12/1/14,"Alliance Big Bands Rubber Bands, 12/Pack",4
1/1/13,"Alliance Big Bands Rubber Bands, 12/Pack",6
5/1/15,"Alliance Big Bands Rubber Bands, 12/Pack",6
12/1/15,"Alliance Big Bands Rubber Bands, 12/Pack",14
11/1/14,Alliance Rubber Bands,5
2/1/16,Alliance Rubber Bands,8
8/1/15,"Alliance Super-Size Bands, Assorted Sizes",23
1/1/13,"Alliance Super-Size Bands, Assorted Sizes",31
4/1/13,"Alliance Super-Size Bands, Assorted Sizes",50
10/1/15,"Alliance Super-Size Bands, Assorted Sizes",93
11/1/13,Alphabetical Labels for Top Tab Filing,24
11/1/16,Alphabetical Labels for Top Tab Filing,24
9/1/15,Alphabetical Labels for Top Tab Filing,30
5/1/15,Alphabetical Labels for Top Tab Filing,44
12/1/13,Alphabetical Labels for Top Tab Filing,89
6/1/16,Alphabetical Labels for Top Tab Filing,101
9/1/13,Alphabetical Labels for Top Tab Filing,104
8/1/15,Alphabetical Labels for Top Tab Filing,104
9/1/16,Aluminum Document Frame,29
10/1/15,Aluminum Document Frame,61
6/1/13,Aluminum Document Frame,73
9/1/15,Aluminum Document Frame,81
11/1/16,Aluminum Screw Posts,6
4/1/14,Aluminum Screw Posts,9
4/1/15,Aluminum Screw Posts,37
12/1/16,Aluminum Screw Posts,37
11/1/14,Aluminum Screw Posts,61
9/1/16,Aluminum Screw Posts,64
6/1/14,Aluminum Screw Posts,64
12/1/14,Aluminum Screw Posts,76
7/1/16,AmazonBasics 3-Button USB Wired Mouse,17
6/1/15,AmazonBasics 3-Button USB Wired Mouse,21
12/1/14,AmazonBasics 3-Button USB Wired Mouse,22
11/1/14,AmazonBasics 3-Button USB Wired Mouse,28
1/1/15,American Pencil,5
4/1/15,American Pencil,7
11/1/16,American Pencil,7
3/1/13,American Pencil,9
3/1/16,American Pencil,9
11/1/14,American Pencil,12
2/1/15,Ames Color-File Green Diamond Border X-ray Mailers,168
11/1/16,Ames Color-File Green Diamond Border X-ray Mailers,168
7/1/15,Ames Color-File Green Diamond Border X-ray Mailers,420
11/1/13,Ames Color-File Green Diamond Border X-ray Mailers,605
10/1/16,Ampad #10 Peel & Seel Holiday Envelopes,9
4/1/15,Ampad #10 Peel & Seel Holiday Envelopes,18
5/1/15,Ampad #10 Peel & Seel Holiday Envelopes,27
11/1/13,"Ampad Evidence Wirebond Steno Books, 6 x 9",3
9/1/14,"Ampad Evidence Wirebond Steno Books, 6 x 9",4
8/1/16,"Ampad Evidence Wirebond Steno Books, 6 x 9",9
9/1/15,"Ampad Evidence Wirebond Steno Books, 6 x 9",11
8/1/15,"Ampad Gold Fibre Wirebound Steno Books, 6 x 9, Gregg Ruled",4
11/1/16,"Ampad Gold Fibre Wirebound Steno Books, 6 x 9, Gregg Ruled",4
9/1/16,"Ampad Gold Fibre Wirebound Steno Books, 6 x 9, Gregg Ruled",9
12/1/15,"Ampad Gold Fibre Wirebound Steno Books, 6 x 9, Gregg Ruled",11
12/1/16,"Ampad Gold Fibre Wirebound Steno Books, 6 x 9, Gregg Ruled",13
3/1/14,"Ampad Gold Fibre Wirebound Steno Books, 6 x 9, Gregg Ruled",18
3/1/16,"Ampad Gold Fibre Wirebound Steno Books, 6 x 9, Gregg Ruled",18
9/1/15,"Ampad Gold Fibre Wirebound Steno Books, 6 x 9, Gregg Ruled",31
6/1/15,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 _� x 11�",12
6/1/16,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 _� x 11�",12
6/1/14,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 _� x 11�",25
2/1/16,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 _� x 11�",37
5/1/16,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 _� x 11�",37
6/1/16,"Ampad Poly Cover Wirebound Steno Book, 6 x 9 Assorted Colors, Gregg Ruled",5
11/1/15,"Ampad Poly Cover Wirebound Steno Book, 6 x 9 Assorted Colors, Gregg Ruled",9
9/1/13,"Ampad Poly Cover Wirebound Steno Book, 6 x 9 Assorted Colors, Gregg Ruled",11
5/1/13,"Ampad Poly Cover Wirebound Steno Book, 6 x 9 Assorted Colors, Gregg Ruled",14
10/1/16,Anderson Hickey Conga Table Tops & Accessories,24
9/1/14,Anderson Hickey Conga Table Tops & Accessories,27
4/1/15,"Angle-D Binders with Locking Rings, Label Holders",6
9/1/13,"Angle-D Binders with Locking Rings, Label Holders",9
9/1/15,"Angle-D Binders with Locking Rings, Label Holders",12
8/1/15,"Angle-D Binders with Locking Rings, Label Holders",13
9/1/14,"Angle-D Binders with Locking Rings, Label Holders",15
12/1/16,"Angle-D Binders with Locking Rings, Label Holders",23
12/1/14,"Angle-D Binders with Locking Rings, Label Holders",29
11/1/16,"Angle-D Binders with Locking Rings, Label Holders",44
12/1/13,"Angle-D Binders with Locking Rings, Label Holders",47
12/1/16,Angle-D Ring Binders,2
5/1/13,Angle-D Ring Binders,3
5/1/15,Angle-D Ring Binders,3
9/1/14,Angle-D Ring Binders,5
6/1/16,Angle-D Ring Binders,13
7/1/16,Angle-D Ring Binders,13
1/1/14,Anker 24W Portable Micro USB Car Charger,26
8/1/16,Anker 24W Portable Micro USB Car Charger,35
9/1/15,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,24
12/1/14,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,48
6/1/16,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,48
2/1/16,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,60
5/1/15,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,80
7/1/16,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,80
12/1/16,Anker Astro 15000mAh USB Portable Charger,40
11/1/16,Anker Astro 15000mAh USB Portable Charger,100
4/1/15,Anker Astro 15000mAh USB Portable Charger,150
12/1/15,Anker Astro 15000mAh USB Portable Charger,150
2/1/15,Anker Astro 15000mAh USB Portable Charger,160
11/1/15,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,24
8/1/15,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,32
10/1/16,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,32
9/1/14,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,60
4/1/15,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,32
4/1/14,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,48
11/1/16,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,60
8/1/14,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,80
7/1/14,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,280
2/1/14,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,30
1/1/16,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,72
6/1/16,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,150
11/1/16,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,240
4/1/14,APC 7 Outlet Network SurgeArrest Surge Protector,32
3/1/16,APC 7 Outlet Network SurgeArrest Surge Protector,64
11/1/13,APC 7 Outlet Network SurgeArrest Surge Protector,241
9/1/16,APC 7 Outlet Network SurgeArrest Surge Protector,241
6/1/15,APC 7 Outlet Network SurgeArrest Surge Protector,306
8/1/16,APC 7 Outlet Network SurgeArrest Surge Protector,322
8/1/15,Apple EarPods with Remote and Mic,45
5/1/16,Apple EarPods with Remote and Mic,56
11/1/15,Apple EarPods with Remote and Mic,67
11/1/14,Apple EarPods with Remote and Mic,84
5/1/13,Apple iPhone 5,780
8/1/15,Apple iPhone 5,1040
9/1/16,Apple iPhone 5,2469
3/1/15,Apple iPhone 5,4159
11/1/13,Apple iPhone 5,4549
12/1/14,Apple iPhone 5C,160
4/1/14,Apple iPhone 5C,240
10/1/15,Apple iPhone 5C,240
1/1/13,Apple iPhone 5C,700
11/1/16,Apple iPhone 5S,570
7/1/16,Apple iPhone 5S,684
7/1/13,Apple iPhone 5S,912
10/1/13,Apple iPhone 5S,2736
12/1/13,ARKON Windshield Dashboard Air Vent Car Mount Holder,41
12/1/15,ARKON Windshield Dashboard Air Vent Car Mount Holder,41
9/1/14,ARKON Windshield Dashboard Air Vent Car Mount Holder,68
1/1/16,ARKON Windshield Dashboard Air Vent Car Mount Holder,68
10/1/15,Array Memo Cubes,8
8/1/15,Array Memo Cubes,16
9/1/16,Array Memo Cubes,31
6/1/13,"Array Parchment Paper, Assorted Colors",12
6/1/15,"Array Parchment Paper, Assorted Colors",15
3/1/13,"Array Parchment Paper, Assorted Colors",36
11/1/13,"Array Parchment Paper, Assorted Colors",44
8/1/14,Artistic Insta-Plaque,47
6/1/15,Artistic Insta-Plaque,47
1/1/16,Artistic Insta-Plaque,63
4/1/14,Assorted Color Push Pins,1
12/1/13,Assorted Color Push Pins,3
7/1/16,Assorted Color Push Pins,3
10/1/15,Assorted Color Push Pins,4
12/1/16,Assorted Color Push Pins,4
6/1/14,Assorted Color Push Pins,5
9/1/14,Assorted Color Push Pins,14
12/1/13,Astroparche Fine Business Paper,8
10/1/15,Astroparche Fine Business Paper,11
12/1/15,Astroparche Fine Business Paper,25
12/1/14,Astroparche Fine Business Paper,26
11/1/16,Astroparche Fine Business Paper,26
9/1/16,Astroparche Fine Business Paper,48
2/1/15,AT&T 1070 Corded Phone,446
8/1/13,AT&T 1070 Corded Phone,624
12/1/14,AT&T 1080 Corded phone,219
4/1/16,AT&T 1080 Corded phone,219
12/1/16,AT&T 1080 Corded phone,301
12/1/13,AT&T 1080 Corded phone,329
4/1/13,AT&T 1080 Corded phone,438
8/1/14,AT&T 1080 Corded phone,438
1/1/15,AT&T 1080 Phone,110
11/1/15,AT&T 1080 Phone,658
9/1/14,AT&T 1080 Phone,822
12/1/15,AT&T 17929 Lendline Telephone,36
2/1/15,AT&T 17929 Lendline Telephone,90
12/1/16,AT&T 17929 Lendline Telephone,90
8/1/15,AT&T 17929 Lendline Telephone,109
3/1/15,AT&T 17929 Lendline Telephone,109
10/1/14,AT&T 17929 Lendline Telephone,136
2/1/13,AT&T 17929 Lendline Telephone,181
3/1/14,AT&T 17929 Lendline Telephone,181
1/1/15,AT&T 17929 Lendline Telephone,181
11/1/14,AT&T 17929 Lendline Telephone,226
4/1/15,AT&T 841000 Phone,83
1/1/13,AT&T 841000 Phone,124
8/1/14,AT&T 841000 Phone,138
8/1/15,AT&T 841000 Phone,166
1/1/16,AT&T 841000 Phone,207
5/1/15,AT&T 841000 Phone,345
4/1/16,AT&T 841000 Phone,552
12/1/16,AT&T CL2909,151
4/1/13,AT&T CL2909,302
7/1/13,AT&T CL2909,302
4/1/13,AT&T CL82213,29
11/1/13,AT&T CL82213,46
9/1/16,AT&T CL82213,87
2/1/13,AT&T CL82213,145
12/1/14,AT&T CL82213,174
3/1/16,AT&T CL83451 4-Handset Telephone,165
9/1/15,AT&T CL83451 4-Handset Telephone,330
9/1/16,AT&T CL83451 4-Handset Telephone,412
12/1/15,AT&T CL83451 4-Handset Telephone,1030
9/1/13,AT&T EL51110 DECT,378
4/1/13,AT&T SB67148 SynJ,106
12/1/16,AT&T SB67148 SynJ,106
11/1/15,AT&T SB67148 SynJ,264
3/1/13,AT&T TR1909W,302
12/1/15,AT&T TR1909W,302
11/1/13,AT&T TR1909W,504
4/1/13,AT&T TR1909W,630
1/1/16,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",165
8/1/14,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",495
12/1/16,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",495
8/1/16,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",825
4/1/13,Ativa MDM8000 8-Sheet Micro-Cut Shredder,288
9/1/14,Ativa MDM8000 8-Sheet Micro-Cut Shredder,630
9/1/13,Ativa V4110MDD Micro-Cut Shredder,2800
3/1/15,Ativa V4110MDD Micro-Cut Shredder,4900
3/1/15,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72
